resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"PROFILE
Business Analyst candidate with a strong foundation in data analysis, requirements gathering, jira. Passionate about power bi and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in jira.

CORE COMPETENCIES
data analysis, siem, requirements gathering, power bi, jira

PROFESSIONAL EXPERIENCE
Business Analyst, Skyline Systems (0.5 yrs)
- Built and maintained systems using data analysis and requirements gathering.
- Collaborated with a small team to ship features on schedule.","data analysis, siem, requirements gathering, power bi, jira",5,0.5,Bachelors,0,0,4,37.0,Business Analyst
"OBJECTIVE
Motivated Cloud Engineer with hands-on experience in ci/cd, gcp and python. Built projects applying networking to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in ci/cd.

TECHNICAL SKILLS
ci/cd, gcp, terraform, python, networking, incident response, kubernetes, docker

PROFESSIONAL EXPERIENCE
Cloud Engineer, Skyline Systems (2.8 yrs)
- Automated workflows involving ci/cd, reducing manual effort.
- Used gcp daily to support ongoing projects.

CERTIFICATES
Relevant certification related to ci/cd.","ci/cd, gcp, terraform, python, networking, incident response, kubernetes, docker",8,2.8,Bachelors,0,1,5,60.9,Cloud Engineer
"PROFESSIONAL SUMMARY
Results-driven Cybersecurity Analyst with 2.6 years of practical exposure to python and wireshark. Enjoys solving problems with incident response.

EDUCATION
Bachelors degree, relevant coursework in linux.

TECHNICAL SKILLS
vulnerability assessment, incident response, algorithms, linux, python, wireshark, cryptography

PROFESSIONAL EXPERIENCE
Cybersecurity Analyst, Acme Solutions (2.6 yrs)
- Built and maintained systems using python and wireshark.
- Collaborated with a small team to ship features on schedule.

CERTIFICATIONS
Relevant certification related to siem.","vulnerability assessment, incident response, algorithms, linux, python, wireshark, cryptography",7,2.6,Bachelors,0,1,5,51.6,Cybersecurity Analyst
"EDUCATION
Bachelors degree, relevant coursework in cloudformation.

CORE COMPETENCIES
data analysis, docker, networking, pandas, aws, redis, terraform, gcp, linux, pytorch, python, cloudformation

EXPERIENCE
Cloud Engineer, Cascade Consulting (4.6 yrs)
- Built and maintained systems using cloudformation and docker.
- Collaborated with a small team to ship features on schedule.

CERTIFICATIONS
Relevant certification related to networking.","data analysis, docker, networking, pandas, aws, redis, terraform, gcp, linux, pytorch, python, cloudformation",12,4.6,Bachelors,0,1,4,67.0,Cloud Engineer
"SUMMARY
UI/UX Designer candidate with a strong foundation in figma, sketch, wireframing. Passionate about css and continuous learning.

EDUCATION
Masters degree, relevant coursework in figma.

CORE COMPETENCIES
user research, wireframing, ci/cd, figma, usability testing, html, design systems, css, adobe xd, prototyping, sketch

WORK EXPERIENCE
UI/UX Designer, Northwind Software (5.0 yrs)
- Built and maintained systems using figma and sketch.
- Collaborated with a small team to ship features on schedule.

CERTIFICATES
Relevant certification related to user research.","user research, wireframing, ci/cd, figma, usability testing, html, design systems, css, adobe xd, prototyping, sketch",11,5.0,Masters,0,1,5,83.3,UI/UX Designer
"SUMMARY
Results-driven Business Analyst with 0.6 years of practical exposure to excel and power bi. Enjoys solving problems with tableau.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in power bi.

TECHNICAL SKILLS
tableau, requirements gathering, postgresql, agile, power bi, excel, deep learning, jira, sql

PROJECTS
Recommendation Prototype
Built using excel and power bi. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Applied excel to analyze data and power bi to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to tableau.","tableau, requirements gathering, postgresql, agile, power bi, excel, deep learning, jira, sql",9,0.6,PhD,1,1,5,73.9,Business Analyst
"SUMMARY
Software Engineer candidate with a strong foundation in junit, python, oop. Passionate about sql and continuous learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in sql.

TECHNICAL SKILLS
python, algorithms, sql, typescript, rest api, oop, responsive design, junit, javascript

PROFESSIONAL EXPERIENCE
Software Engineer, BrightPath Labs (6.5 yrs)
- Automated workflows involving junit, reducing manual effort.
- Used python daily to support ongoing projects.","python, algorithms, sql, typescript, rest api, oop, responsive design, junit, javascript",9,6.5,PhD,0,0,4,51.8,Software Engineer
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in excel.

CORE COMPETENCIES
agile, excel, network security, jira, networking, power bi, sql, c++, tableau, stakeholder management, redux

PROFESSIONAL EXPERIENCE
Business Analyst, Northwind Software (1.0 yrs)
- Built and maintained systems using jira and stakeholder management.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Campus Utility App
Applied jira to analyze data and stakeholder management to build the final solution, presenting results to peers.","agile, excel, network security, jira, networking, power bi, sql, c++, tableau, stakeholder management, redux",11,1.0,Diploma,1,0,4,74.4,Business Analyst
"OBJECTIVE
Results-driven DevOps Engineer with 0.4 years of practical exposure to ci/cd and kubernetes. Enjoys solving problems with monitoring.

EDUCATION
Bachelors degree, relevant coursework in git.

SKILLS
excel, ansible, ci/cd, opencv, bash, docker, kubernetes, jenkins, aws, monitoring, git

PROFESSIONAL EXPERIENCE
DevOps Engineer, Vertex Digital (0.5 yrs)
- Automated workflows involving ci/cd, reducing manual effort.
- Used kubernetes daily to support ongoing projects.

PROJECTS
Personal Portfolio System
Applied ci/cd to analyze data and kubernetes to build the final solution, presenting results to peers.

Campus Utility App
Built using ci/cd and kubernetes. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to kubernetes.","excel, ansible, ci/cd, opencv, bash, docker, kubernetes, jenkins, aws, monitoring, git",11,0.4,Bachelors,1,1,6,73.9,DevOps Engineer
"PROFILE
Detail-oriented professional skilled in python and azure, seeking a Cloud Engineer role. Completed coursework and internships involving aws and ci/cd.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in kubernetes.

CORE COMPETENCIES
python, terraform, ci/cd, aws, gcp, azure, kubernetes

EXPERIENCE
Cloud Engineer, Vertex Digital (3.6 yrs)
- Built and maintained systems using python and azure.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Built using python and azure. Focused on solving a practical problem and deploying a working demo.

Personal Portfolio System
Applied python to analyze data and azure to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to gcp.","python, terraform, ci/cd, aws, gcp, azure, kubernetes",7,3.6,Bachelors,1,1,6,71.2,Cloud Engineer
"PROFESSIONAL SUMMARY
Motivated Business Analyst with hands-on experience in sql, power bi and stakeholder management. Built projects applying tableau to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in tableau.

CORE COMPETENCIES
power bi, sketch, stakeholder management, mongodb, excel, agile, sql, css, tableau

PROJECTS
Campus Utility App
Built using sql and power bi. Focused on solving a practical problem and deploying a working demo.","power bi, sketch, stakeholder management, mongodb, excel, agile, sql, css, tableau",9,0.1,PhD,1,0,4,48.6,Business Analyst
"PROFILE
Detail-oriented professional skilled in jenkins and linux, seeking a DevOps Engineer role. Completed coursework and internships involving prometheus and terraform.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in terraform.

TECHNICAL SKILLS
scikit-learn, aws, prometheus, ansible, bash, linux, monitoring, jenkins, terraform, docker, ci/cd, azure, kubernetes, git, c++

PROFESSIONAL EXPERIENCE
DevOps Engineer, Quantum Analytics (0.8 yrs)
- Built and maintained systems using jenkins and linux.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Data Insights Dashboard
Built using jenkins and linux. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied jenkins to analyze data and linux to build the final solution, presenting results to peers.","scikit-learn, aws, prometheus, ansible, bash, linux, monitoring, jenkins, terraform, docker, ci/cd, azure, kubernetes, git, c++",15,0.8,Masters,1,0,5,77.5,DevOps Engineer
"OBJECTIVE
Detail-oriented professional skilled in sql and matplotlib, seeking a Data Scientist role. Completed coursework and internships involving pandas and machine learning.

EDUCATION
Masters degree, relevant coursework in pandas.

CORE COMPETENCIES
statistics, power bi, network security, matplotlib, machine learning, python, scikit-learn, pandas, tableau, sql, r, excel, flask, numpy

PROFESSIONAL EXPERIENCE
Data Scientist, Quantum Analytics (1.0 yrs)
- Built and maintained systems using sql and matplotlib.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Recommendation Prototype
Applied sql to analyze data and matplotlib to build the final solution, presenting results to peers.","statistics, power bi, network security, matplotlib, machine learning, python, scikit-learn, pandas, tableau, sql, r, excel, flask, numpy",14,1.0,Masters,1,0,5,86.0,Data Scientist
"PROFESSIONAL SUMMARY
Results-driven Data Scientist with 2.2 years of practical exposure to tableau and machine learning. Enjoys solving problems with power bi.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in sql.

CORE COMPETENCIES
tableau, power bi, scikit-learn, matplotlib, numpy, statistics, bash, machine learning, python, r

ACADEMIC PROJECTS
Recommendation Prototype
Built using tableau and machine learning. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to statistics.","tableau, power bi, scikit-learn, matplotlib, numpy, statistics, bash, machine learning, python, r",10,2.2,Bachelors,1,1,5,78.1,Data Scientist
"OBJECTIVE
Detail-oriented professional skilled in cryptography and siem, seeking a Cybersecurity Analyst role. Completed coursework and internships involving python and linux.

EDUCATION
Bachelors degree, relevant coursework in penetration testing.

SKILLS
microservices, system design, statistics, cryptography, python, linux, siem, jira

PROJECTS
Data Insights Dashboard
Built using cryptography and siem. Focused on solving a practical problem and deploying a working demo.","microservices, system design, statistics, cryptography, python, linux, siem, jira",8,1.2,Bachelors,1,0,4,48.1,Cybersecurity Analyst
